,company_name,date,body,link
0,Amazon,, Inc. (NASDAQ: AMZN) today announced financial results for its fourth quarter ended December 31,https://ir.aboutamazon.com/news-release/news-release-details/2022/Amazon.com-Announces-Second-Quarter-Results-fe1df2b70/default.aspx
